reporter_name,_year,trade_flow,product_group,trade_indicator,total_dollars,total_perc
Brazil,2015,Import, Capital goods,Macro Import (US$ Thousand),59077475.06,34.4583
Brazil,2015,Import, Consumer goods,Macro Import (US$ Thousand),45875081.11,26.7577
Brazil,2015,Import, Intermediate goods,Macro Import (US$ Thousand),50069215.29,29.204
Brazil,2015,Import, Raw materials,Macro Import (US$ Thousand),16424439.63,9.5799
Brazil,2015,Import,Other,Macro Import (US$ Thousand),0.570000052,0.0001
Brazil,2015,Import,Animal,Micro Import (US$ Thousand),2043360.799,1.1918
Brazil,2015,Import,Chemicals,Micro Import (US$ Thousand),31975415.24,18.6504
Brazil,2015,Import,Food Products,Micro Import (US$ Thousand),2750707.615,1.6044
Brazil,2015,Import,Footwear,Micro Import (US$ Thousand),689170.24,0.402
Brazil,2015,Import,Fuels,Micro Import (US$ Thousand),24919940.73,14.5351
Brazil,2015,Import,Hides and Skins,Micro Import (US$ Thousand),506755.136,0.2956
Brazil,2015,Import,Mach and Elec,Micro Import (US$ Thousand),45168977.77,26.3459
Brazil,2015,Import,Metals,Micro Import (US$ Thousand),10851500.97,6.3294
Brazil,2015,Import,Minerals,Micro Import (US$ Thousand),2032272.064,1.1854
Brazil,2015,Import,Miscellaneous,Micro Import (US$ Thousand),7918589.999,4.6187
Brazil,2015,Import,Plastic or Rubber,Micro Import (US$ Thousand),10121044.85,5.9033
Brazil,2015,Import,Stone and Glass,Micro Import (US$ Thousand),1727560.971,1.0076
Brazil,2015,Import,Textiles and Clothing,Micro Import (US$ Thousand),5863506.819,3.42
Brazil,2015,Import,Transportation,Micro Import (US$ Thousand),18379809.45,10.7205
Brazil,2015,Import,Vegetable,Micro Import (US$ Thousand),4814512.353,2.8082
Brazil,2015,Import,Wood,Micro Import (US$ Thousand),1683086.653,0.9817
Brazil,2016,Export,  All Products,Export (US$ Thousand),185235399.1,100
Brazil,2016,Export, Capital goods,Macro Export (US$ Thousand),30378622.18,16.4
Brazil,2016,Export, Consumer goods,Macro Export (US$ Thousand),24851448.51,13.4161
Brazil,2016,Export, Intermediate goods,Macro Export (US$ Thousand),54737123.61,29.55
Brazil,2016,Export, Raw materials,Macro Export (US$ Thousand),73139931.5,39.4849
Brazil,2016,Export,Other,Macro Export (US$ Thousand),2128273.299,1.149
Brazil,2016,Export,Animal,Micro Export (US$ Thousand),13895299.46,7.5014
Brazil,2016,Export,Chemicals,Micro Export (US$ Thousand),9144138.917,4.9365
Brazil,2016,Export,Food Products,Micro Export (US$ Thousand),24433640.08,13.1906
Brazil,2016,Export,Footwear,Micro Export (US$ Thousand),1169378.144,0.6313
Brazil,2016,Export,Fuels,Micro Export (US$ Thousand),11581277.85,6.2522
Brazil,2016,Export,Hides and Skins,Micro Export (US$ Thousand),2148161.041,1.1597
Brazil,2016,Export,Mach and Elec,Micro Export (US$ Thousand),14886080.12,8.0363
Brazil,2016,Export,Metals,Micro Export (US$ Thousand),13406202.28,7.2374
Brazil,2016,Export,Minerals,Micro Export (US$ Thousand),16480513.91,8.8971
Brazil,2016,Export,Miscellaneous,Micro Export (US$ Thousand),4408191.25,2.3798
Brazil,2016,Export,Plastic or Rubber,Micro Export (US$ Thousand),5123162.146,2.7658
Brazil,2016,Export,Stone and Glass,Micro Export (US$ Thousand),5223137.846,2.8197
Brazil,2016,Export,Textiles and Clothing,Micro Export (US$ Thousand),2218100.976,1.1974
Brazil,2016,Export,Transportation,Micro Export (US$ Thousand),19904328.33,10.7454
Brazil,2016,Export,Vegetable,Micro Export (US$ Thousand),31300315,16.8976
Brazil,2016,Export,Wood,Micro Export (US$ Thousand),9913471.752,5.3518
Brazil,2016,Import,  All Products,Import (US$ Thousand),137552002.5,100
Brazil,2016,Import, Capital goods,Macro Import (US$ Thousand),48559846.33,35.3029
Brazil,2016,Import, Consumer goods,Macro Import (US$ Thousand),34083891.05,24.7789
Brazil,2016,Import, Intermediate goods,Macro Import (US$ Thousand),42865728.89,31.1633
Brazil,2016,Import, Raw materials,Macro Import (US$ Thousand),12041519,8.7542
Brazil,2016,Import,Other,Macro Import (US$ Thousand),1017.194,0.0007
Brazil,2016,Import,Animal,Micro Import (US$ Thousand),2227368.687,1.6193
Brazil,2016,Import,Chemicals,Micro Import (US$ Thousand),28822513.41,20.9539
Brazil,2016,Import,Food Products,Micro Import (US$ Thousand),2789565.561,2.028
Brazil,2016,Import,Footwear,Micro Import (US$ Thousand),491801.086,0.3575
Brazil,2016,Import,Fuels,Micro Import (US$ Thousand),15142175.56,11.0083
Brazil,2016,Import,Hides and Skins,Micro Import (US$ Thousand),363000.066,0.2639
Brazil,2016,Import,Mach and Elec,Micro Import (US$ Thousand),38027942.73,27.6462
Brazil,2016,Import,Metals,Micro Import (US$ Thousand),7340275.836,5.3364
Brazil,2016,Import,Minerals,Micro Import (US$ Thousand),1495351.26,1.0871
Brazil,2016,Import,Miscellaneous,Micro Import (US$ Thousand),6525977.354,4.7444
Brazil,2016,Import,Plastic or Rubber,Micro Import (US$ Thousand),8417291.616,6.1194
Brazil,2016,Import,Stone and Glass,Micro Import (US$ Thousand),1343100.804,0.9764
Brazil,2016,Import,Textiles and Clothing,Micro Import (US$ Thousand),4216076.908,3.0651
Brazil,2016,Import,Transportation,Micro Import (US$ Thousand),12979168.99,9.4358
Brazil,2016,Import,Vegetable,Micro Import (US$ Thousand),6065286.797,4.4095
Brazil,2016,Import,Wood,Micro Import (US$ Thousand),1305105.804,0.9488
Brazil,2017,Export,  All Products,Export (US$ Thousand),217739218.5,100
Brazil,2017,Export, Capital goods,Macro Export (US$ Thousand),30632644.9,14.0685
Brazil,2017,Export, Consumer goods,Macro Export (US$ Thousand),28748032.34,13.203
Brazil,2017,Export, Intermediate goods,Macro Export (US$ Thousand),60413135.06,27.7456
Brazil,2017,Export, Raw materials,Macro Export (US$ Thousand),95246493.44,43.7434
Brazil,2017,Export,Other,Macro Export (US$ Thousand),2698912.731,1.2395
Brazil,2017,Export,Animal,Micro Export (US$ Thousand),15379364.07,7.0632
Brazil,2017,Export,Chemicals,Micro Export (US$ Thousand),10557558.85,4.8487
Brazil,2017,Export,Food Products,Micro Export (US$ Thousand),25189111.99,11.5685
Brazil,2017,Export,Footwear,Micro Export (US$ Thousand),1283484.3,0.5895
Brazil,2017,Export,Fuels,Micro Export (US$ Thousand),21222937.98,9.747
Brazil,2017,Export,Hides and Skins,Micro Export (US$ Thousand),2006569.955,0.9215
Brazil,2017,Export,Mach and Elec,Micro Export (US$ Thousand),17281136.79,7.9366
Brazil,2017,Export,Metals,Micro Export (US$ Thousand),16314533.15,7.4927
Brazil,2017,Export,Minerals,Micro Export (US$ Thousand),23080385.62,10.6
Brazil,2017,Export,Miscellaneous,Micro Export (US$ Thousand),2656188.92,1.2199
Brazil,2017,Export,Plastic or Rubber,Micro Export (US$ Thousand),5457519.511,2.5064
Brazil,2017,Export,Stone and Glass,Micro Export (US$ Thousand),5188262.249,2.3828
Brazil,2017,Export,Textiles and Clothing,Micro Export (US$ Thousand),2377802.544,1.092
Brazil,2017,Export,Transportation,Micro Export (US$ Thousand),19844888.43,9.1141
Brazil,2017,Export,Vegetable,Micro Export (US$ Thousand),38759177.56,17.8007
Brazil,2017,Export,Wood,Micro Export (US$ Thousand),11140296.54,5.1163
Brazil,2017,Import,  All Products,Import (US$ Thousand),150749493.9,100
Brazil,2017,Import, Capital goods,Macro Import (US$ Thousand),48632670.73,32.2606
Brazil,2017,Import, Consumer goods,Macro Import (US$ Thousand),40874231.09,27.114
Brazil,2017,Import, Intermediate goods,Macro Import (US$ Thousand),47351577.84,31.4108
Brazil,2017,Import, Raw materials,Macro Import (US$ Thousand),13789802.08,9.1475
Brazil,2017,Import,Other,Macro Import (US$ Thousand),101212.175,0.0671
Brazil,2017,Import,Animal,Micro Import (US$ Thousand),2409898.197,1.5986
Brazil,2017,Import,Chemicals,Micro Import (US$ Thousand),31177638.67,20.6818
Brazil,2017,Import,Food Products,Micro Import (US$ Thousand),3523110.782,2.3371
Brazil,2017,Import,Footwear,Micro Import (US$ Thousand),511398.975,0.3392
Brazil,2017,Import,Fuels,Micro Import (US$ Thousand),21551084.94,14.296
Brazil,2017,Import,Hides and Skins,Micro Import (US$ Thousand),478147.747,0.3172
Brazil,2017,Import,Mach and Elec,Micro Import (US$ Thousand),38040194.59,25.234
Brazil,2017,Import,Metals,Micro Import (US$ Thousand),8638580.139,5.7304
Brazil,2017,Import,Minerals,Micro Import (US$ Thousand),1813134.623,1.2027
Brazil,2017,Import,Miscellaneous,Micro Import (US$ Thousand),6870651.769,4.5577
Brazil,2017,Import,Plastic or Rubber,Micro Import (US$ Thousand),9628788.687,6.3873
Brazil,2017,Import,Stone and Glass,Micro Import (US$ Thousand),1525886.635,1.0122
Brazil,2017,Import,Textiles and Clothing,Micro Import (US$ Thousand),5093613.163,3.3789
Brazil,2017,Import,Transportation,Micro Import (US$ Thousand),12779658.4,8.4774
Brazil,2017,Import,Vegetable,Micro Import (US$ Thousand),5384417.446,3.5718
Brazil,2017,Import,Wood,Micro Import (US$ Thousand),1323289.169,0.8778
Brazil,2018,Export,  All Products,Export (US$ Thousand),239887754.9,100
Brazil,2018,Export, Capital goods,Macro Export (US$ Thousand),35842608.97,14.9414
Brazil,2018,Export, Consumer goods,Macro Export (US$ Thousand),28253879.39,11.778
Brazil,2018,Export, Intermediate goods,Macro Export (US$ Thousand),61727694.01,25.7319
Brazil,2018,Export, Raw materials,Macro Export (US$ Thousand),111834583.4,46.6195
Brazil,2018,Export,Other,Macro Export (US$ Thousand),2228989.136,0.9292
Brazil,2018,Export,Animal,Micro Export (US$ Thousand),15028601.45,6.2648
Brazil,2018,Export,Chemicals,Micro Export (US$ Thousand),10714397.89,4.4664
Brazil,2018,Export,Food Products,Micro Export (US$ Thousand),22059092.46,9.1956
Brazil,2018,Export,Footwear,Micro Export (US$ Thousand),1138298.976,0.4745
Brazil,2018,Export,Fuels,Micro Export (US$ Thousand),31755588.25,13.2377
Brazil,2018,Export,Hides and Skins,Micro Export (US$ Thousand),1523298.111,0.635
Brazil,2018,Export,Mach and Elec,Micro Export (US$ Thousand),18246791.12,7.6064
Brazil,2018,Export,Metals,Micro Export (US$ Thousand),17609052.92,7.3405
Brazil,2018,Export,Minerals,Micro Export (US$ Thousand),24365708.24,10.1571
Brazil,2018,Export,Miscellaneous,Micro Export (US$ Thousand),2730003.224,1.138
Brazil,2018,Export,Plastic or Rubber,Micro Export (US$ Thousand),5145108.115,2.1448
Brazil,2018,Export,Stone and Glass,Micro Export (US$ Thousand),5214522.672,2.1737
Brazil,2018,Export,Textiles and Clothing,Micro Export (US$ Thousand),2575693.02,1.0737
Brazil,2018,Export,Transportation,Micro Export (US$ Thousand),22478730.82,9.3705
Brazil,2018,Export,Vegetable,Micro Export (US$ Thousand),45580247.96,19.0007
Brazil,2018,Export,Wood,Micro Export (US$ Thousand),13722619.7,5.7204
Brazil,2018,Import,  All Products,Import (US$ Thousand),181230498.4,100
Brazil,2018,Import, Capital goods,Macro Import (US$ Thousand),63064197.26,34.7978
Brazil,2018,Import, Consumer goods,Macro Import (US$ Thousand),46165362.33,25.4733
Brazil,2018,Import, Intermediate goods,Macro Import (US$ Thousand),55658943.56,30.7117
Brazil,2018,Import, Raw materials,Macro Import (US$ Thousand),16305965.47,8.9974
Brazil,2018,Import,Other,Macro Import (US$ Thousand),36029.742,0.0198
Brazil,2018,Import,Animal,Micro Import (US$ Thousand),2326629.585,1.2838
Brazil,2018,Import,Chemicals,Micro Import (US$ Thousand),36528758.11,20.156
Brazil,2018,Import,Food Products,Micro Import (US$ Thousand),3439272.695,1.8977
Brazil,2018,Import,Footwear,Micro Import (US$ Thousand),528315.099,0.2915
Brazil,2018,Import,Fuels,Micro Import (US$ Thousand),26233626.85,14.4753
Brazil,2018,Import,Hides and Skins,Micro Import (US$ Thousand),487339.17,0.2689
Brazil,2018,Import,Mach and Elec,Micro Import (US$ Thousand),40755431.73,22.4882
Brazil,2018,Import,Metals,Micro Import (US$ Thousand),11363574.05,6.2702
Brazil,2018,Import,Minerals,Micro Import (US$ Thousand),1936789.126,1.0687
Brazil,2018,Import,Miscellaneous,Micro Import (US$ Thousand),7797014.758,4.3023
Brazil,2018,Import,Plastic or Rubber,Micro Import (US$ Thousand),10451102.15,5.7667
Brazil,2018,Import,Stone and Glass,Micro Import (US$ Thousand),1805875.462,0.9965
Brazil,2018,Import,Textiles and Clothing,Micro Import (US$ Thousand),5652021.587,3.1187
Brazil,2018,Import,Transportation,Micro Import (US$ Thousand),25174548.02,13.8909
Brazil,2018,Import,Vegetable,Micro Import (US$ Thousand),5388401.636,2.9732
Brazil,2018,Import,Wood,Micro Import (US$ Thousand),1361798.334,0.7514
