reporter_name,_year,trade_flow,product_group,trade_indicator,total_dollars,total_perc
Australia,2015,Export,Food Products,Micro Export (US$ Thousand),4491132.044,4.2331
Australia,2015,Export,Footwear,Micro Export (US$ Thousand),72697.799,0.98
Australia,2015,Export,Fuels,Micro Export (US$ Thousand),47494438.9,10.8681
Australia,2015,Export,Hides and Skins,Micro Export (US$ Thousand),1027197.234,0.6651
Australia,2015,Export,Mach and Elec,Micro Export (US$ Thousand),7765026.562,25.9842
Australia,2015,Export,Metals,Micro Export (US$ Thousand),9964432.399,6.3636
Australia,2015,Export,Minerals,Micro Export (US$ Thousand),46714283.71,0.4715
Australia,2015,Export,Miscellaneous,Micro Export (US$ Thousand),10664906.7,10.768
Australia,2015,Export,Plastic or Rubber,Micro Export (US$ Thousand),1007813.853,4.1353
Australia,2015,Export,Stone and Glass,Micro Export (US$ Thousand),12294101.32,3.7421
Australia,2015,Export,Textiles and Clothing,Micro Export (US$ Thousand),3442369.125,4.4378
Australia,2015,Export,Transportation,Micro Export (US$ Thousand),4329532.587,13.6064
Australia,2015,Export,Vegetable,Micro Export (US$ Thousand),12226517.9,1.4839
Australia,2015,Export,Wood,Micro Export (US$ Thousand),2405649.133,2.4923
Australia,2016,Import,  All Products,Import (US$ Thousand),189406027.9,100
Australia,2016,Import, Capital goods,Macro Import (US$ Thousand),60357869.1,5.7197
Australia,2016,Import, Consumer goods,Macro Import (US$ Thousand),86609182.23,15.6354
Australia,2016,Import, Intermediate goods,Macro Import (US$ Thousand),29213375.63,18.3401
Australia,2016,Import, Raw materials,Macro Import (US$ Thousand),11270929.44,56.4404
Australia,2016,Import,Other,Macro Import (US$ Thousand),1954671.537,3.8644
Australia,2016,Import,Animal,Micro Import (US$ Thousand),2259794.62,6.5701
Australia,2016,Import,Chemicals,Micro Import (US$ Thousand),17693729.32,5.0528
Australia,2016,Import,Food Products,Micro Import (US$ Thousand),8685098.714,2.7238
Australia,2016,Import,Footwear,Micro Import (US$ Thousand),1934207.935,0.0426
Australia,2016,Import,Fuels,Micro Import (US$ Thousand),17534290.62,25.5972
Australia,2016,Import,Hides and Skins,Micro Import (US$ Thousand),1323863.132,0.4384
Australia,2016,Import,Mach and Elec,Micro Import (US$ Thousand),47423051.62,3.9603
Australia,2016,Import,Metals,Micro Import (US$ Thousand),9426251.198,4.6203
Australia,2016,Import,Minerals,Micro Import (US$ Thousand),1051006.974,25.369
Australia,2016,Import,Miscellaneous,Micro Import (US$ Thousand),18025873.13,5.787
Australia,2016,Import,Plastic or Rubber,Micro Import (US$ Thousand),8145655.137,0.5418
Australia,2016,Import,Stone and Glass,Micro Import (US$ Thousand),9883960.717,8.059
Australia,2016,Import,Textiles and Clothing,Micro Import (US$ Thousand),8659472.511,2.0496
Australia,2016,Import,Transportation,Micro Import (US$ Thousand),29614937.1,2.1372
Australia,2016,Import,Vegetable,Micro Import (US$ Thousand),2955608.662,5.7048
Australia,2016,Import,Wood,Micro Import (US$ Thousand),4789226.557,1.346
Australia,2016,Export,  All Products,Export (US$ Thousand),189629974.6,100
Australia,2016,Export, Capital goods,Macro Export (US$ Thousand),10846205.27,31.8669
Australia,2016,Export, Consumer goods,Macro Export (US$ Thousand),29649487.23,45.7267
Australia,2016,Export, Intermediate goods,Macro Export (US$ Thousand),34778315.4,15.4237
Australia,2016,Export, Raw materials,Macro Export (US$ Thousand),107027964.5,5.9507
Australia,2016,Export,Other,Macro Export (US$ Thousand),7328002.193,1.032
Australia,2016,Export,Animal,Micro Export (US$ Thousand),12458915.63,1.1931
Australia,2016,Export,Chemicals,Micro Export (US$ Thousand),9581541.584,9.3417
Australia,2016,Export,Food Products,Micro Export (US$ Thousand),5165224.982,4.5854
Australia,2016,Export,Footwear,Micro Export (US$ Thousand),80871.79,1.0212
Australia,2016,Export,Fuels,Micro Export (US$ Thousand),48540003.84,9.2575
Australia,2016,Export,Hides and Skins,Micro Export (US$ Thousand),831353.155,0.699
Australia,2016,Export,Mach and Elec,Micro Export (US$ Thousand),7509922.68,25.0378
Australia,2016,Export,Metals,Micro Export (US$ Thousand),8761564.434,4.9767
Australia,2016,Export,Minerals,Micro Export (US$ Thousand),48107209.81,0.5549
Australia,2016,Export,Miscellaneous,Micro Export (US$ Thousand),10973864.03,9.5171
Australia,2016,Export,Plastic or Rubber,Micro Export (US$ Thousand),1027435.153,4.3006
Australia,2016,Export,Stone and Glass,Micro Export (US$ Thousand),15282325.9,5.2184
Australia,2016,Export,Textiles and Clothing,Micro Export (US$ Thousand),3886568.609,4.5719
Australia,2016,Export,Transportation,Micro Export (US$ Thousand),4052788.07,15.6357
Australia,2016,Export,Vegetable,Micro Export (US$ Thousand),10818027.62,1.5605
Australia,2016,Export,Wood,Micro Export (US$ Thousand),2552357.277,2.5286
Australia,2017,Import,  All Products,Import (US$ Thousand),228441736.9,100
Australia,2017,Import, Capital goods,Macro Import (US$ Thousand),73723111.74,4.7128
Australia,2017,Import, Consumer goods,Macro Import (US$ Thousand),97896598.48,16.2791
Australia,2017,Import, Intermediate goods,Macro Import (US$ Thousand),32506480.37,16.7605
Australia,2017,Import, Raw materials,Macro Import (US$ Thousand),12862478.54,58.6107
Australia,2017,Import,Other,Macro Import (US$ Thousand),11453067.8,3.6369
Australia,2017,Import,Animal,Micro Import (US$ Thousand),2607214.565,5.7908
Australia,2017,Import,Chemicals,Micro Import (US$ Thousand),19515587.8,4.952
Australia,2017,Import,Food Products,Micro Import (US$ Thousand),9461757.167,2.6512
Australia,2017,Import,Footwear,Micro Import (US$ Thousand),2039495.148,0.0442
Australia,2017,Import,Fuels,Micro Import (US$ Thousand),23616300.28,30.151
Australia,2017,Import,Hides and Skins,Micro Import (US$ Thousand),1459706.565,0.361
Australia,2017,Import,Mach and Elec,Micro Import (US$ Thousand),52956148.89,3.3248
Australia,2017,Import,Metals,Micro Import (US$ Thousand),10622221.19,4.4452
Australia,2017,Import,Minerals,Micro Import (US$ Thousand),1412346.733,26.3605
Australia,2017,Import,Miscellaneous,Micro Import (US$ Thousand),28267373.49,4.0927
Australia,2017,Import,Plastic or Rubber,Micro Import (US$ Thousand),9282521.2,0.4917
Australia,2017,Import,Stone and Glass,Micro Import (US$ Thousand),9151369.818,6.5135
Australia,2017,Import,Textiles and Clothing,Micro Import (US$ Thousand),9324260.228,2.1194
Australia,2017,Import,Transportation,Micro Import (US$ Thousand),40094228.33,1.5584
Australia,2017,Import,Vegetable,Micro Import (US$ Thousand),3299008.273,5.908
Australia,2017,Import,Wood,Micro Import (US$ Thousand),5332197.26,1.2356
Australia,2017,Export,  All Products,Export (US$ Thousand),230163207.2,100
Australia,2017,Export, Capital goods,Macro Export (US$ Thousand),10847045.34,32.2722
Australia,2017,Export, Consumer goods,Macro Export (US$ Thousand),37468540.6,42.8541
Australia,2017,Export, Intermediate goods,Macro Export (US$ Thousand),38576603.84,14.2297
Australia,2017,Export, Raw materials,Macro Export (US$ Thousand),134900171.4,5.6305
Australia,2017,Export,Other,Macro Export (US$ Thousand),8370845.976,5.0135
Australia,2017,Export,Animal,Micro Export (US$ Thousand),13328335.23,1.1413
Australia,2017,Export,Chemicals,Micro Export (US$ Thousand),11397580.83,8.5429
Australia,2017,Export,Food Products,Micro Export (US$ Thousand),6101990.25,4.1419
Australia,2017,Export,Footwear,Micro Export (US$ Thousand),101818.3338,0.8928
Australia,2017,Export,Fuels,Micro Export (US$ Thousand),69396612.75,10.338
Australia,2017,Export,Hides and Skins,Micro Export (US$ Thousand),830779.8241,0.639
Australia,2017,Export,Mach and Elec,Micro Export (US$ Thousand),7652527.878,23.1815
Australia,2017,Export,Metals,Micro Export (US$ Thousand),10231288.94,4.6499
Australia,2017,Export,Minerals,Micro Export (US$ Thousand),60672129.44,0.6183
Australia,2017,Export,Miscellaneous,Micro Export (US$ Thousand),9419952.988,12.374
Australia,2017,Export,Plastic or Rubber,Micro Export (US$ Thousand),1131673.006,4.0634
Australia,2017,Export,Stone and Glass,Micro Export (US$ Thousand),14991683.51,4.006
Australia,2017,Export,Textiles and Clothing,Micro Export (US$ Thousand),4878001.62,4.0817
Australia,2017,Export,Transportation,Micro Export (US$ Thousand),3586913.169,17.5512
Australia,2017,Export,Vegetable,Micro Export (US$ Thousand),13598013.35,1.4441
Australia,2017,Export,Wood,Micro Export (US$ Thousand),2843906.095,2.3342
Australia,2018,Import,  All Products,Import (US$ Thousand),235519140.9,100
Australia,2018,Import, Capital goods,Macro Import (US$ Thousand),75100827.74,4.5969
Australia,2018,Import, Consumer goods,Macro Import (US$ Thousand),104734555.4,7.1338
Australia,2018,Import, Intermediate goods,Macro Import (US$ Thousand),32691818.66,14.1432
Australia,2018,Import, Raw materials,Macro Import (US$ Thousand),15627442.56,56.0995
Australia,2018,Import,Other,Macro Import (US$ Thousand),7364496.558,18.0266
Australia,2018,Import,Animal,Micro Import (US$ Thousand),2678616.419,5.789
Australia,2018,Import,Chemicals,Micro Import (US$ Thousand),19357598.85,3.3761
Australia,2018,Import,Food Products,Micro Import (US$ Thousand),9987402.875,2.4348
Australia,2018,Import,Footwear,Micro Import (US$ Thousand),2141541.588,0.0321
Australia,2018,Import,Fuels,Micro Import (US$ Thousand),31278132.55,23.0699
Australia,2018,Import,Hides and Skins,Micro Import (US$ Thousand),1659239.686,0.3031
Australia,2018,Import,Mach and Elec,Micro Import (US$ Thousand),58606062.95,3.1294
Australia,2018,Import,Metals,Micro Import (US$ Thousand),11407022.41,4.501
Australia,2018,Import,Minerals,Micro Import (US$ Thousand),1516129.895,22.9301
Australia,2018,Import,Miscellaneous,Micro Import (US$ Thousand),25299849.98,19.6164
Australia,2018,Import,Plastic or Rubber,Micro Import (US$ Thousand),9256520.503,0.437
Australia,2018,Import,Stone and Glass,Micro Import (US$ Thousand),9226322.35,6.1633
Australia,2018,Import,Textiles and Clothing,Micro Import (US$ Thousand),9745885.795,1.7272
Australia,2018,Import,Transportation,Micro Import (US$ Thousand),34535297.51,1.406
Australia,2018,Import,Vegetable,Micro Import (US$ Thousand),3287797.195,3.9013
Australia,2018,Import,Wood,Micro Import (US$ Thousand),5535720.314,1.1832
Australia,2018,Export,  All Products,Export (US$ Thousand),252775516.2,100
Australia,2018,Export, Capital goods,Macro Export (US$ Thousand),11619803.29,31.8874
Australia,2018,Export, Consumer goods,Macro Export (US$ Thousand),18032472.53,44.4697
Australia,2018,Export, Intermediate goods,Macro Export (US$ Thousand),35750428.95,13.8807
Australia,2018,Export, Raw materials,Macro Export (US$ Thousand),141805729,6.6353
Australia,2018,Export,Other,Macro Export (US$ Thousand),45567082.5,3.1269
Australia,2018,Export,Animal,Micro Export (US$ Thousand),14633048.35,1.1373
Australia,2018,Export,Chemicals,Micro Export (US$ Thousand),8534012.192,8.2191
Australia,2018,Export,Food Products,Micro Export (US$ Thousand),6154499.078,4.2406
Australia,2018,Export,Footwear,Micro Export (US$ Thousand),81155.31978,0.9093
Australia,2018,Export,Fuels,Micro Export (US$ Thousand),58315134.16,13.2805
Australia,2018,Export,Hides and Skins,Micro Export (US$ Thousand),766111.7448,0.7045
Australia,2018,Export,Mach and Elec,Micro Export (US$ Thousand),7910410.678,24.8838
Australia,2018,Export,Metals,Micro Export (US$ Thousand),11377334.92,4.8434
Australia,2018,Export,Minerals,Micro Export (US$ Thousand),57961766.53,0.6437
Australia,2018,Export,Miscellaneous,Micro Export (US$ Thousand),49585538.89,10.7422
Australia,2018,Export,Plastic or Rubber,Micro Export (US$ Thousand),1104736.975,3.9303
Australia,2018,Export,Stone and Glass,Micro Export (US$ Thousand),15579307.2,3.9174
Australia,2018,Export,Textiles and Clothing,Micro Export (US$ Thousand),4366015.363,4.138
Australia,2018,Export,Transportation,Micro Export (US$ Thousand),3553920.259,14.6635
Australia,2018,Export,Vegetable,Micro Export (US$ Thousand),9861591.34,1.396
Australia,2018,Export,Wood,Micro Export (US$ Thousand),2990933.217,2.3504
